Model Name,Test Loss,Test Accuracy
Neural_Network_Baseline,2.465871572494507,0.6751113533973694
Neural_Network_Dropout,3.0405642986297607,0.7800652384757996
Neural_Network_Batch,0.09547453373670578,0.9848089218139648
